   0.00000000             Infinity
   1.52046621             Infinity
   3.04093242             Infinity
   4.56140089             Infinity
   6.08186483             Infinity
   7.60233688                  NaN
   9.12280178                  NaN
   10.6432667                  NaN
   12.1637297                  NaN
   13.6842136                  NaN
   15.2046738                  NaN
   16.7251415                  NaN
   18.2456036                  NaN
   19.7660675                  NaN
   21.2865334                  NaN
   22.8070164                  NaN
   24.3274593                  NaN
   25.8479214                  NaN
   27.3684273                  NaN
   28.8889046                  NaN
   30.4093475                  NaN
   31.9298172                  NaN
   33.4502831                  NaN
   34.9707642                  NaN
   36.4912071                  NaN
   38.0116577                  NaN
   39.5321350                  NaN
   41.0525894                  NaN
   42.5730667                  NaN
   44.0935249                  NaN
   45.6140327                  NaN
   47.1344833             Infinity
   48.6549187             Infinity
   50.1754532                  NaN
   51.6958427                  NaN
   53.2163200                  NaN
   54.7368546                  NaN
   56.2573128                  NaN
   57.7778091                  NaN
   59.2982674                  NaN
   60.8186951                  NaN
   62.3391724                  NaN
   63.8596344                  NaN
   65.3801041                  NaN
   66.9005661                  NaN
   68.4210510                  NaN
   69.9415283                  NaN
   71.4619141                  NaN
   72.9824142                  NaN
   74.5028992                  NaN
   76.0233154                  NaN
   77.5438385                  NaN
   79.0642700                  NaN
   80.5847626                  NaN
   82.1051788                  NaN
   83.6257248                  NaN
   85.1461334                  NaN
   86.6666183                  NaN
   88.1870499                  NaN
   89.7074738                  NaN
   91.2280655                  NaN
   92.7484589                  NaN
   94.2689667                  NaN
   95.7895737                  NaN
   97.3098373                  NaN
   98.8303757                  NaN
   100.350906                  NaN
   101.871368                  NaN
   103.391685                  NaN
   104.912323                  NaN
   106.432640                  NaN
   107.953117                  NaN
   109.473709                  NaN
   110.994164                  NaN
   112.514626                  NaN
   114.035126                  NaN
   115.555618                  NaN
   117.075935                  NaN
   118.596535                  NaN
   120.116875                  NaN
   121.637390                  NaN
   123.157875                  NaN
   124.678345                  NaN
   126.198799                  NaN
   127.719269                  NaN
   129.239792                  NaN
   130.760208                  NaN
   132.280624                  NaN
   133.801132                  NaN
   135.321625                  NaN
   136.842102                  NaN
   138.362534                  NaN
   139.883057                  NaN
   141.403580                  NaN
   142.923828                  NaN
   144.444443                  NaN
   145.964828                  NaN
   147.485382                  NaN
   149.005798                  NaN
   150.526291                  NaN
   152.046631                  NaN
   153.567184                  NaN
   155.087677                  NaN
   156.608215                  NaN
   158.128540                  NaN
   159.649048                  NaN
   161.169525                  NaN
   162.689987                  NaN
   164.210358                  NaN
   165.731033                  NaN
   167.251450                  NaN
   168.771988                  NaN
   170.292267                  NaN
   171.812790                  NaN
   173.333237                  NaN
   174.853683                  NaN
   176.374100                  NaN
   177.894669                  NaN
   179.414948                  NaN
   180.935776                  NaN
   182.456131                  NaN
   183.976730                  NaN
   185.496918                  NaN
   187.017639                  NaN
   188.537933                  NaN
   190.058472                  NaN
   191.579147                  NaN
   193.099380                  NaN
   194.619675                  NaN
   196.140198                  NaN
   197.660751                  NaN
   199.181152                  NaN
   200.701813                  NaN
   202.222168                  NaN
   203.742737                  NaN
   205.263184                  NaN
   206.783371                  NaN
   208.304047                  NaN
   209.824646                  NaN
   211.345108                  NaN
   212.865280                  NaN
   214.385941                  NaN
   215.906235                  NaN
   217.426987                  NaN
   218.947418                  NaN
   220.467743                  NaN
   221.988327                  NaN
   223.508728                  NaN
   225.029251                  NaN
   226.549698                  NaN
   228.070251                  NaN
   229.590622                  NaN
   231.111237                  NaN
   232.631516                  NaN
   234.151871                  NaN
   235.672440                  NaN
   237.193069                  NaN
   238.713440                  NaN
   240.233749                  NaN
   241.754242                  NaN
   243.274780                  NaN
   244.795395                  NaN
   246.315750                  NaN
   247.836288                  NaN
   249.356689                  NaN
   250.877197                  NaN
   252.397598                  NaN
   253.918091                  NaN
   255.438538                  NaN
   256.958984                  NaN
   258.479584                  NaN
   260.000000                  NaN
   261.520416                  NaN
   263.040955                  NaN
   264.561249                  NaN
   266.081787                  NaN
   267.602264                  NaN
   269.122742                  NaN
   270.643250                  NaN
   272.163544                  NaN
   273.684204                  NaN
   275.204620                  NaN
   276.725067                  NaN
   278.245728                  NaN
   279.766113                  NaN
   281.286652                  NaN
   282.807159                  NaN
   284.327454                  NaN
   285.847656                  NaN
   287.368408                  NaN
   288.888885                  NaN
   290.409760                  NaN
   291.929657                  NaN
   293.450134                  NaN
   294.970764                  NaN
   296.491394                  NaN
   298.011597                  NaN
   299.532104                  NaN
   301.052582                  NaN
   302.572784                  NaN
   304.093262                  NaN
   305.613831                  NaN
   307.134369                  NaN
   308.655304                  NaN
   310.175354                  NaN
   311.695465                  NaN
   313.216431                  NaN
   314.736755                  NaN
   316.257080                  NaN
   317.777832                  NaN
   319.298096                  NaN
   320.818787                  NaN
   322.339050                  NaN
   323.859802                  NaN
   325.379974                  NaN
   326.900452                  NaN
   328.420715                  NaN
   329.941528                  NaN
   331.462067                  NaN
   332.982208                  NaN
   334.502899                  NaN
   336.023224                  NaN
   337.543976                  NaN
   339.064331                  NaN
   340.584534                  NaN
   342.105164                  NaN
   343.625580                  NaN
   345.146393                  NaN
   346.666473                  NaN
   348.187103                  NaN
   349.707367                  NaN
   351.228241                  NaN
   352.748199                  NaN
   354.268860                  NaN
   355.789337                  NaN
   357.309937                  NaN
   358.829895                  NaN
   360.350769                  NaN
   361.871552                  NaN
   363.391724                  NaN
   364.912262                  NaN
   366.432739                  NaN
   367.953461                  NaN
   369.473602                  NaN
   370.993835                  NaN
   372.514404                  NaN
   374.035278                  NaN
   375.555176                  NaN
   377.075867                  NaN
   378.596191                  NaN
   380.116943                  NaN
   381.637177                  NaN
   383.158295                  NaN
   384.678345                  NaN
   386.198761                  NaN
   387.719086                  NaN
   389.239349                  NaN
   390.759857                  NaN
   392.280396                  NaN
   393.800934                  NaN
   395.321503                  NaN
   396.841919                  NaN
   398.362305                  NaN
   399.882996                  NaN
   401.403625                  NaN
   402.924072                  NaN
   404.444336                  NaN
   405.964935                  NaN
   407.485474                  NaN
   409.005432                  NaN
   410.526367                  NaN
   412.046906                  NaN
   413.566742                  NaN
   415.087250                  NaN
   416.608093                  NaN
   418.128479                  NaN
   419.649292                  NaN
   421.168823                  NaN
   422.690216                  NaN
   424.210510                  NaN
   425.730560                  NaN
   427.251404                  NaN
   428.771881                  NaN
   430.292542                  NaN
   431.812469                  NaN
   433.333130                  NaN
   434.853973                  NaN
   436.374176                  NaN
   437.894836                  NaN
   439.415741                  NaN
   440.935486                  NaN
   442.455933                  NaN
   443.976654                  NaN
   445.497253                  NaN
   447.017456                  NaN
   448.537720                  NaN
   450.058502                  NaN
   451.578644                  NaN
   453.099396                  NaN
   454.619873                  NaN
   456.140503                  NaN
   457.660583                  NaN
   459.181244                  NaN
   460.701416                  NaN
   462.222473                  NaN
   463.742584                  NaN
   465.263031                  NaN
   466.783630                  NaN
   468.303741                  NaN
   469.824463                  NaN
   471.344879                  NaN
   472.865509                  NaN
   474.386139                  NaN
   475.906219                  NaN
   477.426880                  NaN
   478.947479                  NaN
   480.467499                  NaN
   481.988281                  NaN
   483.508484                  NaN
   485.029083                  NaN
   486.549561                  NaN
   488.070251                  NaN
   489.590790                  NaN
   491.111176                  NaN
   492.631500                  NaN
   494.152130                  NaN
   495.672577                  NaN
   497.192841                  NaN
   498.713379                  NaN
   500.233795                  NaN
   501.754395                  NaN
   503.274292                  NaN
   504.795197                  NaN
   506.315948                  NaN
   507.836182                  NaN
   509.356476                  NaN
   510.877075                  NaN
   512.397461                  NaN
   513.917969                  NaN
   515.438538                  NaN
   516.959167                  NaN
   518.479065                  NaN
   520.000000                  NaN
   521.520264                  NaN
   523.040833                  NaN
   524.560852                  NaN
   526.081909                  NaN
   527.602051                  NaN
   529.122498                  NaN
   530.643127                  NaN
   532.163574                  NaN
   533.684082                  NaN
   535.204529                  NaN
   536.725098                  NaN
   538.245483                  NaN
   539.765503                  NaN
   541.286499                  NaN
   542.807251                  NaN
   544.327087                  NaN
   545.848083                  NaN
   547.368408                  NaN
   548.888794                  NaN
   550.409241                  NaN
   551.929749                  NaN
   553.450134                  NaN
   554.970093                  NaN
   556.491455                  NaN
   558.012268                  NaN
   559.532227                  NaN
   561.052185                  NaN
   562.573303                  NaN
   564.093567                  NaN
   565.614319                  NaN
   567.134216                  NaN
   568.654907                  NaN
   570.175049                  NaN
   571.695312                  NaN
   573.216614                  NaN
   574.736816                  NaN
   576.257263                  NaN
   577.777771                  NaN
   579.297668                  NaN
   580.819519                  NaN
   582.339111                  NaN
   583.859314                  NaN
