      100000         425   247.321594    
      200000         419   259.844208    
      300000         419   234.799011    
      400000         422   253.582916    
      500000         419   244.190948    
      600000         419   244.190979    
      700000         422   241.060303    
      800000         419   250.452271    
      900000         425   244.190979    
     1000000         419   241.060303    
     1100000         381   237.929688    
     1200000         425   241.060303    
     1300000         425   259.844238    
     1400000         419   253.582947    
     1500000         419   259.844238    
     1600000         375   241.060303    
     1700000         425   250.452271    
     1800000         425   244.190918    
     1900000         425   241.060303    
     2000000         406   250.452240    
     2100000         425   250.452271    
     2200000         381   231.668335    
     2300000         381   212.884430    
     2400000         422   228.537720    
     2500000         425   237.929688    
     2600000         400   222.276367    
     2700000         400   209.753754    
     2800000         425   225.407043    
     2900000         406   225.407043    
     3000000         391   225.407043    
     3100000         425   241.060272    
     3200000         419   234.798981    
     3300000         425   225.407043    
     3400000         403   216.015076    
     3500000         388   234.798981    
     3600000         425   212.884430    
     3700000         425   234.798981    
     3800000         419   234.799011    
     3900000         372   231.668335    
     4000000         425   237.929657    
     4100000         416   212.884399    
     4200000         425   228.537720    
     4300000         425   237.929657    
     4400000         419   234.799011    
     4500000         394   225.407043    
     4600000         388   234.798981    
     4700000         419   234.799011    
     4800000         425   209.753754    
     4900000         381   225.407043    
     5000000         400   222.276398    
     5100000         425   231.668335    
     5200000         419   216.015076    
     5300000         360   206.623108    
     5400000         425   209.753784    
     5500000         419   216.015076    
     5600000         419   219.145721    
     5700000         391   231.668335    
     5800000         375   219.145721    
     5900000         425   219.145752    
     6000000         363   228.537689    
     6100000         425   206.623108    
     6200000         413   206.623138    
     6300000         422   200.361816    
     6400000         425   212.884399    
     6500000         419   203.492493    
     6600000         425   209.753754    
     6700000         425   190.969879    
     6800000         425   209.753754    
     6900000         435   203.492462    
     7000000         485   197.231140    
     7100000         425   206.623138    
     7200000         425   203.492462    
     7300000         419   225.407043    
     7400000         400   225.407043    
     7500000         419   237.929626    
     7600000         425   206.623108    
     7700000         425   234.799042    
     7800000         425   200.361786    
     7900000         425   234.799042    
     8000000         419   237.929657    
     8100000         356   228.537689    
     8200000         425   225.407043    
     8300000         419   228.537689    
     8400000         350   234.799011    
     8500000         425   241.060303    
     8600000         460   228.537720    
     8700000         425   212.884460    
     8800000         425   200.361816    
     8900000         425   200.361816    
     9000000         425   219.145752    
     9100000         406   222.276398    
     9200000         419   216.015076    
     9300000         425   228.537659    
     9400000         403   203.492462    
     9500000         419   206.623108    
     9600000         425   181.577881    
     9700000         425   175.316589    
     9800000         403   165.924652    
     9900000         419   209.753784    
    10000000         419   200.361816    
    10100000         425   190.969849    
    10200000         425   187.839203    
    10300000         419   178.447235    
    10400000         419   200.361816    
    10500000         422   190.969849    
    10600000         419   203.492493    
    10700000         419   190.969849    
    10800000         425   165.924622    
    10900000         425   137.748749    
    11000000         425   159.663330    
    11100000         425   165.924622    
    11200000         438   169.055267    
    11300000         425   150.271362    
    11400000         419   172.185944    
    11500000         425   190.969849    
    11600000         419   190.969818    
    11700000         425   184.708557    
    11800000         425   169.055267    
    11900000         425   172.185944    
    12000000         425   181.577911    
    12100000         425   184.708557    
    12200000         425   172.185944    
    12300000         450   178.447266    
    12400000         419   178.447205    
    12500000         375   194.100525    
    12600000         425   200.361816    
    12700000         419   200.361816    
    12800000         438   216.015076    
    12900000         419   200.361847    
    13000000         425   225.407074    
    13100000         419   219.145721    
    13200000         438   228.537720    
    13300000         419   219.145721    
    13400000         425   190.969849    
    13500000         450   153.401978    
    13600000         425   194.100525    
    13700000         425   187.839203    
    13800000         419   175.316589    
    13900000         419   209.753754    
    14000000         425   203.492432    
    14100000         419   203.492432    
    14200000         425   184.708557    
    14300000         403   203.492462    
    14400000         425   190.969849    
    14500000         425   200.361816    
    14600000         425   187.839172    
    14700000         425   197.231140    
    14800000         469   206.623169    
    14900000         425   206.623138    
    15000000         425   203.492493    
    15100000         425   212.884430    
    15200000         425   206.623138    
    15300000         425   212.884460    
    15400000         425   225.407043    
    15500000         425   212.884399    
    15600000         419   222.276398    
    15700000         425   216.015076    
    15800000         419   203.492462    
    15900000         419   206.623108    
    16000000         425   197.231171    
    16100000         419   206.623108    
    16200000         425   212.884399    
    16300000         425   194.100494    
    16400000         425   187.839203    
    16500000         419   200.361816    
    16600000         425   187.839203    
    16700000         425   200.361816    
    16800000         425   225.407043    
    16900000         419   237.929626    
    17000000         425   219.145752    
    17100000         419   216.015106    
    17200000         425   216.015076    
    17300000         425   225.407043    
    17400000         419   209.753754    
    17500000         425   206.623138    
    17600000         469   228.537689    
    17700000         425   231.668365    
    17800000         419   244.190948    
    17900000         419   247.321625    
    18000000         419   241.060303    
    18100000         422   231.668365    
    18200000         425   241.060333    
    18300000         425   241.060303    
    18400000         419   228.537689    
    18500000         441   241.060303    
    18600000         435   231.668335    
    18700000         425   237.929688    
    18800000         453   206.623108    
    18900000         450   216.015076    
    19000000         425   225.407043    
    19100000         425   197.231171    
    19200000         419   222.276398    
    19300000         425   222.276398    
    19400000         419   219.145752    
    19500000         419   216.015076    
    19600000         425   212.884430    
    19700000         397   212.884460    
    19800000         419   187.839172    
    19900000         416   209.753754    
    20000000         425   197.231140    
    20100000         419   206.623108    
    20200000         419   209.753784    
    20300000         394   216.015076    
    20400000         419   222.276367    
    20500000         419   219.145752    
    20600000         425   228.537720    
    20700000         419   212.884430    
    20800000         419   225.407043    
    20900000         419   241.060333    
    21000000         419   212.884460    
    21100000         425   234.799042    
    21200000         425   216.015106    
    21300000         438   225.407074    
    21400000         438   234.799011    
    21500000         507   228.537689    
    21600000         425   234.798981    
    21700000         425   234.798981    
    21800000         419   241.060303    
    21900000         419   241.060333    
    22000000         425   244.190979    
    22100000         432   234.799011    
    22200000         419   225.407043    
    22300000         425   231.668396    
    22400000         419   250.452271    
    22500000         419   250.452271    
    22600000         457   256.713593    
    22700000         419   256.713593    
    22800000         425   266.105530    
    22900000         413   269.236206    
    23000000         425   266.105530    
    23100000         419   269.236206    
    23200000         366   237.929657    
    23300000         394   275.497498    
    23400000         425   256.713593    
    23500000         385   262.974884    
    23600000         375   256.713593    
    23700000         425   262.974884    
    23800000         425   234.799011    
    23900000         425   253.582916    
    24000000         369   244.190979    
    24100000         466   250.452271    
    24200000         425   253.582947    
    24300000         419   266.105530    
    24400000         419   272.366852    
    24500000         422   278.628143    
    24600000         425   266.105560    
    24700000         350   269.236176    
    24800000         425   272.366852    
    24900000         425   278.628143    
    25000000         419   269.236176    
    25100000         425   288.020081    
    25200000         425   288.020111    
    25300000         425   278.628174    
    25400000         406   281.758820    
    25500000         425   288.020081    
    25600000         366   275.497498    
    25700000         425   269.236206    
    25800000         319   266.105530    
    25900000         406   272.366852    
    26000000         422   256.713562    
    26100000         453   284.889465    
    26200000         419   291.150757    
    26300000         425   288.020111    
    26400000         413   262.974884    
    26500000         425   278.628143    
    26600000         360   288.020142    
    26700000         425   281.758820    
    26800000         466   291.150757    
    26900000         406   269.236145    
    27000000         425   275.497498    
    27100000         425   259.844238    
    27200000         391   275.497498    
    27300000         419   275.497498    
    27400000         419   297.412079    
    27500000         425   288.020081    
    27600000         425   278.628174    
    27700000         425   259.844238    
    27800000         488   281.758789    
    27900000         425   281.758789    
    28000000         425   266.105560    
    28100000         425   281.758789    
    28200000         425   272.366821    
    28300000         425   269.236206    
    28400000         444   269.236206    
    28500000         410   278.628174    
    28600000         419   281.758789    
    28700000         419   284.889465    
    28800000         369   272.366821    
    28900000         419   281.758789    
    29000000         419   244.190948    
    29100000         419   275.497498    
    29200000         425   256.713562    
    29300000         419   234.799011    
    29400000         419   244.190979    
    29500000         406   262.974854    
    29600000         425   278.628143    
    29700000         381   253.582947    
    29800000         422   259.844238    
    29900000         425   228.537659    
    30000000         360   256.713593    
    30100000         419   256.713593    
    30200000         416   241.060333    
    30300000         425   250.452271    
    30400000         422   259.844269    
    30500000         419   250.452271    
    30600000         425   256.713562    
    30700000         438   241.060303    
    30800000         419   237.929688    
    30900000         425   244.190979    
    31000000         419   234.798981    
    31100000         425   250.452301    
    31200000         425   241.060303    
    31300000         422   206.623138    
    31400000         419   237.929657    
    31500000         419   234.798981    
    31600000         419   256.713562    
    31700000         425   244.190979    
    31800000         419   228.537720    
    31900000         425   234.799042    
    32000000         428   241.060303    
    32100000         447   247.321655    
    32200000         360   241.060303    
    32300000         432   250.452301    
    32400000         522   250.452271    
    32500000         331   237.929626    
    32600000         425   256.713562    
    32700000         419   219.145721    
    32800000         466   225.407043    
    32900000         425   234.799011    
    33000000         403   225.407043    
    33100000         356   256.713623    
    33200000         419   250.452271    
    33300000         425   225.407074    
    33400000         482   247.321625    
    33500000         425   244.190979    
    33600000         425   228.537689    
